"site_id","mean_surf_jas_slope"
"nhd_1099224",0.229387607074808
"nhd_1099232",0.222701117202053
"nhd_1099234",0.191735352586886
"nhd_1099240",0.186363949613214
"nhd_1099242",0.198032170088652
"nhd_1099260",0.167023021354439
"nhd_1099274",0.200020774017221
"nhd_1099278",0.184129408371118
"nhd_1099282",0.17110439983017
"nhd_1099288",0.173598790498357
"nhd_1099316",0.230619644282555
"nhd_1099320",0.275066114588333
"nhd_1099322",0.199335672615127
"nhd_1099324",0.184657748049597
"nhd_1099338",0.205674641895891
"nhd_1099348",0.273748428021833
"nhd_1099350",0.22771224929789
"nhd_1099352",0.164043823513423
"nhd_1099370",0.18276140045593
"nhd_1099374",0.20641432441189
"nhd_1099380",0.223420602489244
"nhd_1099382",0.213070604553729
"nhd_1099384",0.18907638937329
"nhd_1099390",0.210195674760109
"nhd_1099392",0.183529394339561
"nhd_1099420",0.178623245563342
"nhd_1099424",0.172509485650351
"nhd_1099430",0.190629226719758
"nhd_1099432",0.156640120894228
"nhd_1099444",0.172088976157745
"nhd_1099448",0.226936187840486
"nhd_1099450",0.17447152297557
"nhd_1099454",0.306694040578882
"nhd_1099456",0.169839089941313
"nhd_1099458",0.173408269115397
"nhd_1099476",0.168842039226933
"nhd_1099478",0.183485504764371
"nhd_1099486",0.187513329442602
"nhd_1099500",0.250773357274473
"nhd_1099510",0.177532333869213
"nhd_1099522",0.218938986811773
"nhd_1099524",0.249193141733211
"nhd_1099526",0.180141120863938
"nhd_1099528",0.157428179319408
"nhd_1099530",0.278240437056565
"nhd_1099542",0.249053983248551
"nhd_1099552",0.232929767233897
"nhd_1099554",0.212473379556622
"nhd_1099560",0.195090535806844
"nhd_1099588",0.210320855501767
"nhd_1099600",0.180582154929602
"nhd_1100962",0.161351006617354
"nhd_1100974",0.183163842660509
"nhd_1101008",0.166412747103954
"nhd_1101070",0.158072570008338
"nhd_1101490",0.175839731982027
"nhd_1101492",0.154498380160514
"nhd_1101496",0.164349685712683
"nhd_1101500",0.218920255821706
"nhd_1101504",0.154491466707922
"nhd_1101506",0.206349752117569
"nhd_1101508",0.160545913644716
"nhd_1101512",0.16054072161104
"nhd_1101514",0.160556291699382
"nhd_1101526",0.171927976014146
"nhd_1101544",0.162772575044295
"nhd_1101548",0.181371998322324
"nhd_1101570",0.170736675597482
"nhd_1101572",0.191543531668627
"nhd_1101584",0.199861589289617
"nhd_1101588",0.200205080948455
"nhd_1101590",0.137590404677801
"nhd_1101616",0.163878076574136
"nhd_1101626",0.18249100531438
"nhd_1101634",0.16391213236195
"nhd_1101636",0.172433828687496
"nhd_1101662",0.139357926225133
"nhd_1101666",0.234671360799482
"nhd_1101684",0.153775694410179
"nhd_1101688",0.204667992571556
"nhd_1101690",0.17391046808538
"nhd_1101704",0.140224880467655
"nhd_1101712",0.174352057173784
"nhd_1101722",0.173535371701832
"nhd_1101754",0.15395509862951
"nhd_1101756",0.194933899427252
"nhd_1101778",0.167381898216974
"nhd_1101790",0.188382527619309
"nhd_1101812",0.161585285886082
"nhd_1101844",0.178374587155994
"nhd_1101846",0.172049478111177
"nhd_1101864",0.133284527415372
"nhd_1101868",0.199934871861272
"nhd_1101882",0.191427810004085
"nhd_1101890",0.207351521168423
"nhd_1101920",0.170997965908147
"nhd_1101926",0.1505842732954
"nhd_1101928",0.16161418949069
"nhd_1101938",0.156216880319932
"nhd_1101942",0.136791439549282
"nhd_1101980",0.197554320673025
"nhd_1102008",0.166499887067564
"nhd_1102032",0.185096083322404
"nhd_1102046",0.149573351663219
"nhd_1102048",0.185485102047214
"nhd_1102056",0.1473686703389
"nhd_1102058",0.163121828648385
"nhd_1102080",0.185314966420156
"nhd_1102086",0.149252517146693
"nhd_1102088",0.15915284235873
"nhd_1102094",0.174149057752684
"nhd_1102194",0.150143353017884
"nhd_1102202",0.158831968189239
"nhd_1102228",0.17160607660191
"nhd_1102236",0.201284799361031
"nhd_1102244",0.162663937830923
"nhd_1102284",0.170801548137698
"nhd_1102358",0.164646539475567
"nhd_1102366",0.145287827750644
"nhd_1102410",0.179594992652706
"nhd_1102576",0.161260165040516
"nhd_1103970",0.172810379156707
"nhd_11928930",0.337022288612014
"nhd_11928976",0.336527688629569
"nhd_11929034",0.271648075555845
"nhd_11929040",0.304316821281548
"nhd_11929068",0.277870287678294
"nhd_11929070",0.281813177402824
"nhd_11929176",0.210668985115573
"nhd_11929360",0.222415196736588
"nhd_11929452",0.214969579264287
"nhd_11929458",0.248142803651816
"nhd_11929476",0.212116804014872
"nhd_11929488",0.211969647793866
"nhd_11929564",0.214472790301299
"nhd_11929570",0.242618159368818
"nhd_11929604",0.226978948296277
"nhd_11931386",0.230946899280045
"nhd_11931388",0.23213253157884
"nhd_11931444",0.247717158602842
"nhd_11931532",0.230092674184308
"nhd_11936879",0.392273416873283
"nhd_11938451",0.358081276845333
"nhd_11938465",0.354352061284042
"nhd_11938479",0.363138227302123
"nhd_11938505",0.341038528317696
"nhd_11938507",0.343995162761439
"nhd_11938579",0.310084001911067
"nhd_11938597",0.296547868452503
"nhd_11938607",0.252765116544752
"nhd_11945471",0.262691699262451
"nhd_11945533",0.201261072877618
"nhd_11945561",0.199916684762633
"nhd_11945669",0.224787877233766
"nhd_11947355",0.22890940345667
"nhd_11947367",0.232825360673963
"nhd_11947403",0.222044934622872
"nhd_11947423",0.222800268389555
"nhd_11947443",0.237250280483976
"nhd_11947509",0.217234285349877
"nhd_11947513",0.23377513362145
"nhd_11947535",0.233584400876429
"nhd_11947551",0.201388811524036
"nhd_11947567",0.20638820038693
"nhd_11947647",0.225295285321071
"nhd_11947877",0.210322099350789
"nhd_11947925",0.214459837595117
"nhd_11949273",0.213716323585881
"nhd_11949383",0.219270292878599
"nhd_11949453",0.207487086688301
"nhd_11949459",0.201240292613265
"nhd_11949477",0.206353714674651
"nhd_11949485",0.205637955164087
"nhd_11949497",0.212811702005329
"nhd_11949511",0.203899358751207
"nhd_11949533",0.213535148410403
"nhd_11949543",0.194761561888643
"nhd_11949551",0.201514179111887
"nhd_11949567",0.211468678609223
"nhd_11949581",0.209663976295656
"nhd_11949593",0.206788767095504
"nhd_11949625",0.205059853677253
"nhd_11949661",0.21348545512863
"nhd_11949707",0.207211631874303
"nhd_11949709",0.219994944003623
"nhd_11949743",0.195865681905443
"nhd_11949753",0.210446982778098
"nhd_11949775",0.210405517855543
"nhd_11949785",0.211807269965694
"nhd_11949787",0.213764308067994
"nhd_11949795",0.208650783632222
"nhd_11949799",0.207624205167803
"nhd_11949825",0.20637670116398
"nhd_11949829",0.203280885590884
"nhd_11949831",0.210782741576112
"nhd_11949833",0.199602416473667
"nhd_11949843",0.20961589495936
"nhd_11949845",0.199682999047561
"nhd_11949849",0.210587938320559
"nhd_11949851",0.189889800394907
"nhd_11949857",0.201975687894375
"nhd_11949875",0.199444615426653
"nhd_11949893",0.202252960392165
"nhd_11949911",0.209190056092885
"nhd_11949917",0.211538078620986
"nhd_11949925",0.188186661977515
"nhd_11949927",0.203668130036544
"nhd_11949945",0.186885535113574
"nhd_11949977",0.199906767550897
"nhd_11949987",0.208254288791611
"nhd_11949989",0.199427609987276
"nhd_11949993",0.204708796003097
"nhd_11950001",0.192885727697878
"nhd_11950015",0.213635756402287
"nhd_11950017",0.183627234883003
"nhd_11950027",0.194683292895051
"nhd_11950037",0.219396953508157
"nhd_11950039",0.19658406206265
"nhd_11950059",0.203795881453835
"nhd_11950065",0.197095981528882
"nhd_11950071",0.206004409329658
"nhd_11950077",0.215642569139222
"nhd_11950081",0.194102735634126
"nhd_11950083",0.198565792290024
"nhd_11950085",0.191396496625657
"nhd_11950087",0.210748608152916
"nhd_11950091",0.202743377953701
"nhd_11950093",0.213336875353174
"nhd_11950099",0.219359950348981
"nhd_11950117",0.219567264032583
"nhd_11950121",0.194298441326253
"nhd_11950145",0.197680525376346
"nhd_11950147",0.212215651398584
"nhd_11950185",0.212879933438041
"nhd_11950245",0.211844229279045
"nhd_11950261",0.218091037174696
"nhd_11950275",0.214246830659414
"nhd_11950283",0.197940262753145
"nhd_11950285",0.21064913060647
"nhd_11950297",0.215137095747374
"nhd_11950309",0.215279916857723
"nhd_11950315",0.214320511323802
"nhd_11950321",0.206244986224577
"nhd_11950323",0.194304272260661
"nhd_11950391",0.217355126963571
"nhd_11950417",0.218804329565661
"nhd_11950425",0.209817037009228
"nhd_11950445",0.195459980537924
"nhd_11950529",0.218929705515011
"nhd_11950551",0.196992341498022
"nhd_11950581",0.217159031406658
"nhd_11950635",0.213269823122483
"nhd_11950663",0.22456007042377
"nhd_11950665",0.219038731545586
"nhd_11957964",0.280002636982597
"nhd_11957970",0.264963298407266
"nhd_11957982",0.322414283216164
"nhd_11958048",0.317174928682428
"nhd_11958148",0.331435127621358
"nhd_11958758",0.268870755349989
"nhd_11958784",0.308450593611388
"nhd_11958820",0.427927746231724
"nhd_11958824",0.372981889021858
"nhd_11958920",0.329354336612894
"nhd_11958922",0.432435663416881
"nhd_11958984",0.361856868771853
"nhd_11959024",0.356294060152586
"nhd_11959062",0.297320594737552
"nhd_11959074",0.364918829314303
"nhd_11959086",0.355611631389308
"nhd_11959120",0.353827189758358
"nhd_11959124",0.378133384484682
"nhd_11959134",0.358778653475316
"nhd_11959140",0.357525224819565
"nhd_11959158",0.272531438644454
"nhd_11959162",0.335279020659506
"nhd_11959166",0.348575263486286
"nhd_11959168",0.331030231929698
"nhd_11959170",0.351204291844433
"nhd_11959172",0.342624190348618
"nhd_11959176",0.32415798612083
"nhd_11959178",0.309912656104372
"nhd_11959180",0.368871668999923
"nhd_11959182",0.312170205447062
"nhd_11959184",0.351435593672385
"nhd_11959186",0.331849421360881
"nhd_11959190",0.361579802541369
"nhd_11959228",0.334617430695564
"nhd_12004517",0.297074070184127
"nhd_120051017",0.153608529961405
"nhd_12005109",0.263605993850392
"nhd_120051919",0.165531385252847
"nhd_120051921",0.203967155474471
"nhd_120051922",0.16005090001201
"nhd_120051923",0.188725700143029
"nhd_120052016",0.234646924879411
"nhd_120052017",0.209651710468505
"nhd_120052019",0.227599804610045
"nhd_120052020",0.191452015173179
"nhd_120052022",0.150016247988584
"nhd_120052023",0.1993323300426
"nhd_120052027",0.180226097507454
"nhd_120052029",0.166585280153825
"nhd_120052030",0.166731516234952
"nhd_120052041",0.205686085586706
"nhd_120052043",0.231766237226326
"nhd_120052044",0.224450761770055
"nhd_120052062",0.194566842770009
"nhd_120052064",0.223802089226607
"nhd_120052067",0.202736013596909
"nhd_120052116",0.197706674891382
"nhd_120052117",0.227416860429062
"nhd_120052119",0.191621759325629
"nhd_120052120",0.171774284503933
"nhd_120052122",0.211850453395369
"nhd_120052132",0.23911452621873
"nhd_120052135",0.206336118608913
"nhd_120052138",0.278603530972074
"nhd_120052139",0.225736748275433
"nhd_120052142",0.210472161834767
"nhd_120052143",0.234969351659658
"nhd_120052144",0.297941054948557
"nhd_120052157",0.179073886134548
"nhd_120052158",0.211574465582387
"nhd_120052159",0.215774537672632
"nhd_120052161",0.204216196736651
"nhd_120052162",0.218559321707521
"nhd_120052163",0.513818375229401
"nhd_120052164",0.478760382738529
"nhd_120052165",0.50009631957165
"nhd_120052167",0.262879029583962
"nhd_120052168",0.209033436685986
"nhd_120052169",0.206215838300499
"nhd_120052170",0.179696866649209
"nhd_120052171",0.252337767974124
"nhd_120052172",0.224488666159723
"nhd_120052173",0.148121054437763
"nhd_120052174",0.183260446680813
"nhd_120052176",0.164720799105
"nhd_120052183",0.346444148302539
"nhd_120052196",0.447522484236318
"nhd_120052197",0.408573446435128
"nhd_120052198",0.425343251856102
"nhd_120052201",0.470892439952882
"nhd_120052204",0.478970008222578
"nhd_120052205",0.487988885519687
"nhd_120052207",0.433033143662886
"nhd_120052209",0.407453209445001
"nhd_120052216",0.365810219414084
"nhd_120052217",0.386058921729745
"nhd_120052219",0.366307309998816
"nhd_120052220",0.358089902843843
"nhd_120052221",0.329455808857734
"nhd_120052222",0.375003187517048
"nhd_120052223",0.419406159745286
"nhd_120052226",0.404956986519815
"nhd_120052227",0.418689147507881
"nhd_120052228",0.346698245901815
"nhd_120052229",0.35512707655046
"nhd_120052231",0.380983044624464
"nhd_120052232",0.357301966942915
"nhd_120052233",0.405791664869518
"nhd_120052234",0.401889975700342
"nhd_120052238",0.391015013184715
"nhd_120052240",0.332802992765008
"nhd_120052241",0.426257430185157
"nhd_120052243",0.325837481174678
"nhd_120052249",0.158848162411723
"nhd_120052251",0.1334290174615
"nhd_120052351",0.146988355060853
"nhd_120052352",0.141969449917921
"nhd_120052353",0.139965735491536
"nhd_120052408",0.249611216513734
"nhd_120052441",0.240849811625728
"nhd_120052443",0.186474566122223
"nhd_120052444",0.196714607767832
"nhd_120052445",0.190819367699658
"nhd_120052446",0.149623210798735
"nhd_120052450",0.175547452416477
"nhd_120052452",0.228830273428611
"nhd_120052453",0.230039249719345
"nhd_120052454",0.198001090199808
"nhd_120052474",0.194276115506598
"nhd_120052560",0.204895580829806
"nhd_120052561",0.191095456810094
"nhd_120052563",0.208943831586374
"nhd_120052572",0.176860919996751
"nhd_120052573",0.14404432451749
"nhd_120052587",0.16180456927004
"nhd_120052589",0.166571042169764
"nhd_120052590",0.213352085425851
"nhd_120052591",0.207536798840814
"nhd_120052592",0.211296101619901
"nhd_120052593",0.200778760277241
"nhd_120052594",0.220238517176178
"nhd_120052608",0.358118635253441
"nhd_120052610",0.169213235196094
"nhd_120052611",0.157469270090773
"nhd_120052612",0.188013567530377
"nhd_120052619",0.223412796761114
"nhd_120052620",0.205817963839537
"nhd_120052743",0.169231814903886
"nhd_120052864",0.248147205459421
"nhd_120052865",0.274089415764415
"nhd_120052892",0.267454406960431
"nhd_120052893",0.260912555163625
"nhd_120052894",0.287629305635878
"nhd_120052895",0.235000847916623
"nhd_120052896",0.249654811744536
"nhd_120052897",0.246362613938824
"nhd_120052965",0.566921353784519
"nhd_120053084",0.346454195285647
"nhd_120053087",0.271963923121995
"nhd_120053088",0.284891852173441
"nhd_120053089",0.238316378267961
"nhd_120053090",0.259430484478334
"nhd_120053092",0.279765813163124
"nhd_120053093",0.303553121077496
"nhd_120053100",0.259107516612795
"nhd_120053105",0.231335167873124
"nhd_120053106",0.233591419950239
"nhd_120053107",0.247757923700408
"nhd_120053108",0.240776032363872
"nhd_120053110",0.217219133552863
"nhd_120053111",0.239608859233952
"nhd_120053114",0.237853397734014
"nhd_120053116",0.242157249848543
"nhd_120053117",0.264432251026621
"nhd_120053121",0.23381267003789
"nhd_120053122",0.218299978798638
"nhd_120053124",0.233115050628858
"nhd_120053127",0.209230732275722
"nhd_120053129",0.188201395402187
"nhd_120053130",0.204428195539466
"nhd_120053150",0.160610277794482
"nhd_120053163",0.146333689785714
"nhd_120053180",0.165207621630201
"nhd_120053182",0.20740603832654
"nhd_120053189",0.18897501148923
"nhd_120053212",0.237299654601416
"nhd_120053216",0.225300955116542
"nhd_120053217",0.182756575081595
"nhd_120053218",0.16614229041079
"nhd_120053219",0.13519396953558
"nhd_120053220",0.176496190357364
"nhd_120053228",0.186117217225451
"nhd_120053244",0.212905003138379
"nhd_120053245",0.237747743606374
"nhd_120053246",0.216972187408554
"nhd_120053248",0.219902362512606
"nhd_120053259",0.433512156357851
"nhd_120053260",0.569851778826274
"nhd_120053262",0.5841665878605
"nhd_120053263",0.558514776796434
"nhd_120053264",0.486428603888784
"nhd_120053266",0.399939947060618
"nhd_120053267",0.43325889759772
"nhd_120053271",0.258686123489575
"nhd_120053273",0.253984303515774
"nhd_120053274",0.246685178306956
"nhd_120053275",0.213847593546729
"nhd_120053276",0.256197656555222
"nhd_120053282",0.291155969387699
"nhd_120053286",0.249121880051831
"nhd_120053288",0.296765679989
"nhd_120053290",0.228643562279221
"nhd_120053291",0.210212761483607
"nhd_120053297",0.205158422536269
"nhd_120053298",0.228613611982393
"nhd_120053301",0.226069605066889
"nhd_120053302",0.256062891438299
"nhd_120053303",0.267012876775349
"nhd_120053304",0.254210576898984
"nhd_120053305",0.22445592972682
"nhd_120053307",0.215727160123166
"nhd_120053312",0.223941087105686
"nhd_120053313",0.235899085683846
"nhd_120053315",0.228924748827318
"nhd_120053321",0.164316986103038
"nhd_120053323",0.161957702679723
"nhd_120053480",0.267853648103682
"nhd_120053481",0.231549384516804
"nhd_120053484",0.199588896262605
"nhd_120053485",0.169938688910212
"nhd_120053486",0.193055469582577
"nhd_120053487",0.169437084384798
"nhd_120053508",0.281628293973656
"nhd_120053509",0.283867688400526
"nhd_120053510",0.251631085325453
"nhd_120053511",0.296879852072305
"nhd_120053578",0.264450869501609
"nhd_120053579",0.261581964013355
"nhd_120053589",0.307060092070401
"nhd_120053595",0.276136952541651
"nhd_120053596",0.148881009131464
"nhd_120053599",0.178371135107306
"nhd_120053604",0.459942579280776
"nhd_120053616",0.299915737595653
"nhd_120053630",0.443092607553406
"nhd_120053657",0.257145133340046
"nhd_120053658",0.275294443111026
"nhd_120053660",0.294682517603584
"nhd_120053663",0.269652335538491
"nhd_120053664",0.26067925061859
"nhd_120053667",0.183688389072727
"nhd_120053675",0.632217106085966
"nhd_120053676",0.348732769331308
"nhd_120053678",0.306353202353959
"nhd_120053679",0.318575358798865
"nhd_120053682",0.223241806227355
"nhd_120053686",0.203445689785956
"nhd_120053690",0.299752319545668
"nhd_120053691",0.269557855899771
"nhd_120053692",0.268593647646879
"nhd_120053693",0.257491682572432
"nhd_120053694",0.156123570521631
"nhd_12009942",0.174512082537398
"nhd_12009986",0.198868240608872
"nhd_12013436",0.384379852554002
"nhd_12013678",0.399745756263777
"nhd_12013684",0.398681954213773
"nhd_12013754",0.373125141063079
"nhd_12013770",0.351128235579295
"nhd_12013784",0.370579766423422
"nhd_12013840",0.405670885792666
"nhd_12013880",0.363027117980735
"nhd_12014786",0.36241920424776
"nhd_12015144",0.377302080100153
"nhd_12015152",0.403849078364644
"nhd_12016800",0.516513465409405
"nhd_12016808",0.4922236481356
"nhd_12017044",0.488518308276336
"nhd_12017076",0.481818621693794
"nhd_12017078",0.488946848571716
"nhd_12017080",0.491572590270093
"nhd_12017084",0.489383604912337
"nhd_12017104",0.48152057208152
"nhd_12017116",0.487325386451207
"nhd_12017134",0.46770171550403
"nhd_12017176",0.465693318048315
"nhd_12017180",0.471000596333299
"nhd_12017200",0.480432528906324
"nhd_12017240",0.476621381638746
"nhd_12017306",0.510166679861238
"nhd_12017844",0.505458088306009
"nhd_12017880",0.481051298427497
"nhd_12017882",0.471172470835605
"nhd_12017892",0.521550822723019
"nhd_12017916",0.507132928267281
"nhd_12017920",0.487483381766261
"nhd_12017922",0.491138428987124
"nhd_12017926",0.488753604592692
"nhd_12017972",0.503644587086202
"nhd_12017978",0.502958349225621
"nhd_12017982",0.507336404114856
"nhd_12018020",0.513856459335332
"nhd_12019044",0.421061041486756
"nhd_12019050",0.427057876304173
"nhd_12020298",0.407709101930226
"nhd_12020378",0.440368873749468
"nhd_12020392",0.44216757057992
"nhd_12020448",0.399634472617493
"nhd_12020484",0.39224061606969
"nhd_12020504",0.413975640158723
"nhd_12021436",0.425475318188564
"nhd_12021456",0.415612883901602
"nhd_12021474",0.434120605385044
"nhd_12021514",0.358958598884319
"nhd_12021522",0.367023436127458
"nhd_12025250",0.330133810621783
"nhd_12025266",0.360691817799979
"nhd_12025284",0.391381658799503
"nhd_12025306",0.342542583525293
"nhd_12026712",0.318798683187274
"nhd_12026722",0.329157709338302
"nhd_12026730",0.29438271650261
"nhd_12027794",0.363785224996456
"nhd_12027796",0.444801653214524
"nhd_12027804",0.431215835878139
"nhd_12115798",0.296580296691125
"nhd_12115812",0.293806395736291
"nhd_12115850",0.302136997449438
"nhd_12115852",0.296794829957936
"nhd_12115880",0.298258895994223
"nhd_12115884",0.290674793193493
"nhd_12115894",0.29646760185591
"nhd_12115904",0.285019747060802
"nhd_12115910",0.306294899059285
"nhd_12115914",0.314845195304276
"nhd_12115922",0.286344106192725
"nhd_12115936",0.306652705226606
"nhd_12116078",0.270036399021777
"nhd_12116104",0.283186589731283
"nhd_12116136",0.289607846104403
"nhd_12116148",0.288389362143955
"nhd_12116166",0.288155076072016
"nhd_12116192",0.296053104526094
"nhd_12116874",0.297490147751911
"nhd_12116952",0.302914056296542
"nhd_12116966",0.316700512752331
"nhd_12117340",0.300636274137246
"nhd_12117362",0.327419431535192
"nhd_12117366",0.305333441929635
"nhd_12117372",0.289319961470626
"nhd_12117444",0.30445794726577
"nhd_12117484",0.277880112477296
"nhd_12117492",0.285539970498564
"nhd_12117498",0.28811263856458
"nhd_12117514",0.285520066514819
"nhd_12117528",0.294622005052398
"nhd_12117548",0.277567967722658
"nhd_12119698",0.277367609450671
"nhd_12119758",0.302935586395766
"nhd_12119870",0.296034888710807
"nhd_12119916",0.23773074250279
"nhd_12119952",0.277853017929405
"nhd_12119958",0.295527538504647
"nhd_12120000",0.281544436147352
"nhd_12120028",0.230816956462669
"nhd_12120052",0.232985170536572
"nhd_12120066",0.284940264988954
"nhd_12120076",0.238411926861022
"nhd_12121444",0.334981243429079
"nhd_12121454",0.315251917999317
"nhd_12121512",0.305806793724825
"nhd_12121516",0.30114057380606
"nhd_12127734",0.287541544987768
"nhd_12127998",0.257270176948261
"nhd_12128106",0.244470139221515
"nhd_12128338",0.241166058460197
"nhd_12128466",0.25531977635391
"nhd_12128796",0.255735147472837
"nhd_12128828",0.236683303035344
"nhd_12129694",0.271606303572128
"nhd_12129712",0.254059963314596
"nhd_12129732",0.260745896880835
"nhd_12129742",0.271796671004032
"nhd_12129750",0.2502511895725
"nhd_12129764",0.250016247381449
"nhd_12129774",0.289375550332218
"nhd_12129780",0.276990034057059
"nhd_12129788",0.254355848386889
"nhd_12129794",0.268905022241291
"nhd_12129800",0.294236769012053
"nhd_12129810",0.268391309810236
"nhd_12129844",0.248252476958326
"nhd_12129858",0.246522095439057
"nhd_12129886",0.255214762500603
"nhd_12130070",0.23527613697296
"nhd_12130076",0.22725136851029
"nhd_12130100",0.228837511463446
"nhd_12130106",0.232262579869211
"nhd_12130124",0.232166685848584
"nhd_12130830",0.247534215683623
"nhd_12130898",0.241928861257653
"nhd_12130918",0.268650451634215
"nhd_12130922",0.229724944660374
"nhd_12130944",0.234607153431947
"nhd_12131390",0.219747230247307
"nhd_12131402",0.23259011051359
"nhd_12131442",0.224522977919804
"nhd_12131444",0.231022320534656
"nhd_12131466",0.225792155609787
"nhd_12131506",0.228701949300442
"nhd_12131514",0.270132867758754
"nhd_12131524",0.224884562057606
"nhd_12131546",0.230387324989166
"nhd_12131620",0.228806397129633
"nhd_12131630",0.224087779220111
"nhd_12131732",0.227421020032186
"nhd_12131744",0.225540661324302
"nhd_12131770",0.225695978260868
"nhd_12131788",0.227970950963768
"nhd_12131822",0.221448017186777
"nhd_12131852",0.227404290761786
"nhd_12131858",0.223589842334294
"nhd_12131872",0.226032254069435
"nhd_12131888",0.225275420048864
"nhd_12131896",0.225726601738984
"nhd_12131920",0.231052745618966
"nhd_12131934",0.220750919455462
"nhd_12131960",0.237503036686124
"nhd_12131974",0.21058111241614
"nhd_12132036",0.218431642421078
"nhd_12132196",0.221756314481783
"nhd_12132202",0.21805282299938
"nhd_12133774",0.221947378533659
"nhd_12133804",0.233692412548082
"nhd_12133816",0.229270870042206
"nhd_12133836",0.22128792594848
"nhd_12133842",0.234443562942
"nhd_12133844",0.224529373528622
"nhd_12133848",0.228270820909874
"nhd_12133852",0.236241313428784
"nhd_12133864",0.228231251011214
"nhd_12133930",0.226220974113717
"nhd_12133938",0.21859269559191
"nhd_12133944",0.230814561118959
"nhd_12133946",0.23897924089693
"nhd_12133972",0.211864187627424
"nhd_12133976",0.212284238720021
"nhd_12133988",0.230914222207018
"nhd_12133992",0.219853074681736
"nhd_12133996",0.216051273729846
"nhd_12134002",0.248468677124226
"nhd_12134004",0.216726945182991
"nhd_12134980",0.277426907031826
"nhd_12134986",0.282484305541582
"nhd_12134990",0.277667170163542
"nhd_12134994",0.268241643326125
"nhd_12135052",0.257535287224186
"nhd_12144134",0.23617577598923
"nhd_12144146",0.199953357403282
"nhd_12144170",0.204488346224596
"nhd_12144186",0.208720791140811
"nhd_12144192",0.214555735897067
"nhd_12144196",0.207590806766012
"nhd_12144212",0.226921933778964
"nhd_12144220",0.214300443780712
"nhd_12144236",0.210551369598933
"nhd_12144254",0.20772694962179
"nhd_12144256",0.209806304182357
"nhd_12144280",0.198769735077638
"nhd_12144290",0.20578524084073
"nhd_12144302",0.209327881749579
"nhd_12144304",0.210574687997921
"nhd_12144310",0.201748450416769
"nhd_12144312",0.243443257421363
"nhd_12144316",0.2102780845681
"nhd_12144358",0.205745687358866
"nhd_12144388",0.198749624622428
"nhd_12144394",0.200528923402127
"nhd_12144396",0.193160427942829
"nhd_12144430",0.196011635883505
"nhd_12144442",0.20254233010133
"nhd_12144466",0.200102823720385
"nhd_12144470",0.201118839255328
"nhd_12144482",0.203870269047027
"nhd_12144488",0.20477780175376
"nhd_12144512",0.19658273609971
"nhd_12144522",0.201495902044285
"nhd_12144538",0.205410268564783
"nhd_12144606",0.203396304331019
"nhd_12144626",0.201326886704186
"nhd_12147236",0.192640926303884
"nhd_12147244",0.193580232570419
"nhd_12147254",0.192845734393698
